TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceLastTransaction,Target
218.37,Debit,Houston,ATM,62.0,Doctor,,1.0,9942.24,-518.0,1
590.01,Debit,San Jose,Online,29.0,Doctor,140.0,3.0,9791.74,-637.0,4
697.82,Debit,New York,Online,44.0,Engineer,153.0,1.0,6824.0,-343.0,6
302.76,Debit,Sacramento,ATM,38.0,Engineer,88.0,3.0,8583.39,-354.0,4
148.0,Debit,Tucson,Branch,20.0,Student,35.0,1.0,1488.65,-651.0,5
22.26,Debit,San Antonio,Branch,19.0,Student,56.0,1.0,5583.88,-644.0,2
0.86,Debit,Colorado Springs,ATM,25.0,Student,139.0,1.0,1357.22,-630.0,5
757.1,Debit,Atlanta,Branch,65.0,Doctor,203.0,1.0,10553.23,-651.0,1
38.81,Credit,Virginia Beach,Online,25.0,Student,145.0,1.0,1619.6,-556.0,5
76.51,Credit,Mesa,Online,49.0,Engineer,120.0,4.0,9475.4,-581.0,4
32.46,Debit,Charlotte,Online,31.0,Doctor,10.0,1.0,8656.18,-605.0,2
1022.75,Credit,San Jose,Branch,62.0,Doctor,158.0,1.0,207.74,-655.0,6
20.64,Debit,Charlotte,Branch,22.0,Student,59.0,1.0,949.38,-564.0,5
662.11,Debit,Atlanta,Branch,23.0,Student,219.0,1.0,1996.38,-641.0,0
288.77,Debit,Los Angeles,,55.0,Engineer,110.0,1.0,8836.51,-357.0,7
35.05,Debit,Boston,Branch,30.0,Doctor,105.0,1.0,14330.47,-404.0,1
214.73,Credit,Los Angeles,ATM,46.0,Doctor,26.0,1.0,5368.42,-360.0,7
25.38,Debit,Louisville,Branch,57.0,Engineer,66.0,1.0,8616.05,-378.0,7
617.66,Debit,Memphis,ATM,41.0,Engineer,40.0,1.0,5906.58,-644.0,2
446.39,Debit,Houston,ATM,63.0,Retired,77.0,1.0,7863.6,-328.0,7
377.92,Debit,Raleigh,Branch,33.0,Engineer,204.0,1.0,2254.71,-621.0,0
11.04,Debit,Phoenix,Online,30.0,Engineer,43.0,1.0,6983.04,-630.0,2
275.46,Debit,Fort Worth,ATM,36.0,Doctor,67.0,1.0,9697.75,-469.0,1
179.76,Debit,Philadelphia,Online,78.0,Retired,81.0,1.0,5909.52,-481.0,3
32.34,Debit,Kansas City,Branch,44.0,Doctor,45.0,1.0,7847.62,-502.0,2
273.92,Debit,Portland,Branch,79.0,Retired,109.0,1.0,4543.56,-489.0,3
375.45,Debit,Fort Worth,Branch,19.0,Student,32.0,1.0,1307.23,-335.0,5
388.98,Debit,Fresno,ATM,23.0,Student,155.0,1.0,1819.91,-441.0,5
492.84,Debit,Indianapolis,ATM,25.0,Student,38.0,1.0,577.67,-614.0,5
148.85,Debit,Mesa,ATM,57.0,Doctor,25.0,1.0,7802.36,-341.0,7
,Credit,Philadelphia,Branch,62.0,Retired,47.0,5.0,2596.61,-574.0,4
391.66,Debit,,Branch,50.0,Engineer,103.0,1.0,2406.31,-483.0,2
185.99,Credit,Fresno,Branch,41.0,Engineer,53.0,1.0,402.45,-560.0,2
322.48,Debit,Jacksonville,ATM,27.0,Student,57.0,1.0,1238.43,-602.0,5
20.27,Debit,Miami,Branch,18.0,Student,22.0,1.0,796.35,-336.0,5
280.61,Debit,Mesa,ATM,47.0,Engineer,129.0,3.0,7888.76,-343.0,4
199.02,Debit,Houston,ATM,61.0,Retired,269.0,1.0,4658.89,-525.0,0
104.23,Credit,Louisville,Online,63.0,Retired,108.0,1.0,5009.29,-384.0,7
353.59,Credit,New York,Branch,52.0,Retired,109.0,5.0,1822.34,-451.0,4
55.86,Debit,Seattle,Online,39.0,Engineer,68.0,1.0,5346.46,-651.0,2
10.77,,Indianapolis,ATM,31.0,Doctor,178.0,1.0,10704.95,-607.0,1
95.55,Debit,Louisville,Branch,33.0,Engineer,51.0,1.0,2434.74,-574.0,2
477.07,Debit,Columbus,Online,27.0,Engineer,278.0,1.0,6568.07,-343.0,0
9.1,Credit,,Online,52.0,Retired,63.0,1.0,2791.45,-613.0,3
21.41,Debit,Louisville,Online,57.0,Doctor,99.0,1.0,658.91,-336.0,7
278.28,Debit,Jacksonville,Branch,28.0,Student,26.0,1.0,1346.88,-399.0,5
388.1,Credit,Los Angeles,Online,73.0,Retired,40.0,1.0,3022.12,-441.0,3
215.39,Debit,Detroit,ATM,27.0,Student,216.0,1.0,1582.55,-502.0,0
194.37,Debit,Milwaukee,ATM,66.0,Doctor,161.0,1.0,14395.88,-558.0,1
37.7,Debit,Miami,ATM,20.0,Student,109.0,1.0,1741.1,-494.0,5
19.59,Debit,Charlotte,Branch,64.0,Retired,122.0,1.0,1061.69,-507.0,3
81.35,Debit,Houston,Online,41.0,Engineer,103.0,1.0,7192.45,-651.0,2
314.54,Credit,Virginia Beach,Branch,58.0,Engineer,228.0,1.0,9923.45,-402.0,0
466.64,Debit,Las Vegas,ATM,58.0,Doctor,11.0,1.0,10915.11,-427.0,1
397.01,Debit,Los Angeles,ATM,22.0,Student,100.0,1.0,719.52,,5
472.48,Debit,New York,Branch,55.0,Engineer,87.0,1.0,7128.82,-616.0,2
67.15,Debit,Indianapolis,Online,59.0,Doctor,14.0,1.0,9028.49,-350.0,7
102.67,Debit,Albuquerque,Branch,79.0,Retired,119.0,1.0,4656.94,-544.0,3
460.09,Credit,Fresno,Online,35.0,Doctor,146.0,3.0,6990.64,-609.0,4
453.49,Debit,Seattle,Branch,66.0,Doctor,147.0,1.0,6366.43,-672.0,3
267.17,Debit,Seattle,ATM,26.0,Student,170.0,1.0,1382.62,-438.0,5
111.26,Debit,Boston,ATM,66.0,Doctor,43.0,1.0,14350.11,-444.0,1
121.17,Debit,Phoenix,ATM,68.0,Doctor,158.0,1.0,12990.77,-315.0,1
213.28,Debit,Mesa,Branch,51.0,Retired,94.0,1.0,4835.91,-315.0,7
187.88,Debit,Nashville,ATM,60.0,Engineer,180.0,1.0,2154.58,-452.0,0
471.88,Credit,San Jose,Online,34.0,Doctor,141.0,1.0,14833.34,-371.0,1
83.79,Debit,Nashville,ATM,57.0,Engineer,47.0,1.0,5061.3,-389.0,7
212.14,Debit,Austin,Branch,72.0,Retired,105.0,1.0,7225.06,-448.0,3
99.16,Debit,San Francisco,Online,79.0,Retired,202.0,1.0,2607.58,-615.0,3
839.33,Credit,Louisville,Branch,60.0,Doctor,86.0,1.0,11538.97,-552.0,1
29.91,Credit,Philadelphia,Online,76.0,Retired,43.0,3.0,2834.84,-462.0,4
4.24,Debit,San Diego,Online,38.0,Engineer,38.0,1.0,7822.73,-567.0,2
50.29,Credit,Raleigh,Online,58.0,Doctor,64.0,1.0,7604.9,-413.0,7
135.85,Debit,Fresno,Online,57.0,Retired,269.0,1.0,1480.39,-459.0,0
368.53,Debit,Raleigh,Branch,68.0,Doctor,34.0,1.0,13696.31,-581.0,1
17.95,Credit,Sacramento,Branch,64.0,Doctor,135.0,1.0,12344.9,-518.0,1
127.8,Credit,Virginia Beach,Branch,31.0,Engineer,47.0,1.0,8630.99,-613.0,2
16.73,Debit,Houston,Online,45.0,Engineer,48.0,1.0,2202.62,-621.0,2
317.12,Debit,Fort Worth,Branch,44.0,Doctor,80.0,1.0,14409.74,-329.0,1
476.63,Debit,Charlotte,ATM,79.0,Retired,115.0,1.0,4894.25,-468.0,3
156.58,Debit,Portland,Branch,24.0,Student,160.0,1.0,8981.61,-413.0,0
55.12,Credit,Houston,Online,34.0,Engineer,261.0,1.0,3791.99,-413.0,0
15.74,Debit,Denver,Branch,27.0,Student,38.0,1.0,690.16,-665.0,5
353.68,Debit,Las Vegas,,70.0,Retired,145.0,1.0,6777.12,-364.0,7
297.15,Debit,Phoenix,Online,76.0,Retired,178.0,1.0,5449.37,-389.0,3
647.85,Debit,Omaha,Branch,36.0,Doctor,121.0,1.0,13779.97,-336.0,1
75.04,Debit,El Paso,ATM,49.0,Engineer,178.0,1.0,9648.6,-466.0,1
273.92,Debit,Virginia Beach,Online,28.0,Student,35.0,1.0,1029.15,-546.0,5
215.8,Credit,Jacksonville,Branch,51.0,Retired,66.0,1.0,3656.62,-536.0,3
963.77,Debit,Louisville,ATM,41.0,Engineer,248.0,1.0,6710.51,-482.0,6
420.6,Debit,Louisville,Branch,26.0,Student,55.0,1.0,1778.75,-567.0,5
688.36,Credit,Memphis,Branch,23.0,Student,22.0,1.0,5191.13,-493.0,5
285.18,Credit,Sacramento,Branch,55.0,Doctor,150.0,1.0,14847.97,-607.0,1
213.55,Debit,Boston,ATM,63.0,Doctor,15.0,1.0,5238.37,-585.0,3
463.11,Credit,Las Vegas,Branch,51.0,Doctor,159.0,1.0,10238.82,-405.0,1
150.03,Debit,Columbus,ATM,73.0,,176.0,1.0,7491.42,-483.0,3
,Debit,Fresno,Branch,51.0,Retired,131.0,1.0,2116.36,-392.0,7
309.56,Debit,Charlotte,Online,58.0,Doctor,147.0,1.0,972.04,-518.0,3
377.08,Credit,Mesa,Branch,26.0,Student,71.0,1.0,6430.86,-628.0,2
77.25,Debit,Virginia Beach,Branch,68.0,Doctor,157.0,1.0,14077.97,-318.0,1
146.92,Debit,Portland,ATM,64.0,Retired,272.0,1.0,3990.6,-423.0,0
126.6,Debit,San Antonio,Branch,22.0,Student,146.0,1.0,961.65,-528.0,5
101.34,Debit,Boston,ATM,24.0,Student,46.0,1.0,703.26,-612.0,5
184.97,Debit,Denver,Branch,58.0,Doctor,268.0,1.0,1156.67,-497.0,0
451.15,Debit,Colorado Springs,ATM,46.0,Engineer,175.0,1.0,1356.47,-616.0,2
516.47,Credit,Charlotte,ATM,25.0,Student,94.0,1.0,1305.06,-319.0,5
880.04,Debit,Sacramento,ATM,25.0,Student,29.0,1.0,261.97,-371.0,6
353.69,Debit,San Jose,Online,,Engineer,163.0,1.0,9500.79,-440.0,1
66.69,Credit,San Antonio,Branch,25.0,Student,140.0,1.0,1210.33,-369.0,5
95.75,Debit,Los Angeles,Branch,31.0,Engineer,169.0,1.0,337.62,-481.0,0
43.91,Debit,Albuquerque,Online,27.0,Student,86.0,1.0,,-445.0,5
98.03,Debit,El Paso,Branch,54.0,Engineer,165.0,1.0,6323.45,-322.0,7
617.66,Debit,Boston,ATM,42.0,Engineer,128.0,1.0,7155.95,-627.0,2
888.57,Debit,San Antonio,Online,62.0,Retired,102.0,1.0,7896.14,-510.0,6
107.48,Debit,Omaha,Branch,22.0,Student,129.0,1.0,591.23,-336.0,5
36.57,Debit,Omaha,ATM,62.0,Retired,69.0,1.0,2583.07,-455.0,3
575.62,Debit,Oklahoma City,Online,43.0,Doctor,129.0,1.0,234.41,-511.0,6
84.89,Debit,San Jose,ATM,37.0,Engineer,70.0,1.0,4735.61,-532.0,2
832.3,Credit,Austin,Branch,69.0,Retired,86.0,1.0,,-481.0,6
180.65,Debit,Charlotte,Branch,22.0,Student,38.0,5.0,816.01,-336.0,4
7.76,Credit,Las Vegas,Online,52.0,Retired,84.0,1.0,7393.11,-588.0,3
109.3,Debit,Fort Worth,Branch,56.0,Doctor,27.0,1.0,13510.11,-460.0,1
230.08,Debit,Austin,Online,79.0,Retired,124.0,1.0,4466.1,-553.0,3
361.92,Debit,Detroit,ATM,54.0,Retired,111.0,1.0,7474.31,-623.0,3
71.29,Debit,Chicago,ATM,68.0,Retired,55.0,2.0,7225.63,-641.0,3
122.45,Debit,New York,Branch,46.0,Doctor,98.0,1.0,7255.49,-658.0,2
642.53,Debit,Mesa,ATM,65.0,Doctor,128.0,1.0,11417.91,-448.0,1
62.86,Debit,Houston,Branch,25.0,Student,31.0,1.0,1040.43,-546.0,5
175.21,Credit,Mesa,ATM,69.0,Doctor,69.0,1.0,6039.04,-319.0,7
168.0,Credit,Tucson,Branch,32.0,Engineer,11.0,1.0,3498.58,-438.0,7
11.46,Debit,Chicago,Online,67.0,Retired,73.0,1.0,6628.75,-392.0,7
382.07,Credit,Omaha,Branch,62.0,Doctor,147.0,1.0,10156.09,-518.0,1
13.48,Debit,Las Vegas,Online,18.0,Student,20.0,3.0,521.88,-411.0,4
65.32,Debit,Mesa,ATM,28.0,Student,54.0,1.0,9165.02,-368.0,7
83.07,Debit,Miami,Branch,27.0,Engineer,291.0,4.0,6704.76,-668.0,4
730.1,Credit,Chicago,Branch,77.0,Retired,93.0,1.0,6384.05,-468.0,3
85.31,Debit,Kansas City,ATM,62.0,Retired,27.0,1.0,6095.65,-329.0,7
726.61,Debit,Phoenix,ATM,18.0,Student,277.0,1.0,1008.76,-367.0,0
130.4,Debit,Raleigh,Branch,45.0,Engineer,63.0,1.0,4381.24,-581.0,2
68.1,Debit,Milwaukee,ATM,20.0,Student,47.0,1.0,1382.8,-672.0,5
65.26,Debit,Sacramento,Branch,26.0,Student,72.0,1.0,7380.63,-332.0,7
191.62,Debit,Jacksonville,Branch,63.0,Doctor,51.0,1.0,1981.67,-465.0,7
212.88,Debit,Fresno,Online,39.0,Doctor,122.0,1.0,7036.72,-535.0,2
88.38,Debit,Virginia Beach,ATM,30.0,Engineer,138.0,1.0,3707.82,-657.0,2
48.77,,Austin,Online,42.0,Engineer,51.0,1.0,2040.16,-508.0,2
289.1,Debit,Baltimore,ATM,27.0,Student,206.0,1.0,,-482.0,0
390.09,Debit,El Paso,Online,26.0,Engineer,49.0,1.0,2617.23,-392.0,5
48.29,Debit,San Diego,Online,37.0,Engineer,242.0,1.0,8883.4,-406.0,0
333.83,Debit,Fresno,ATM,63.0,Retired,135.0,1.0,1660.66,-462.0,3
1074.29,Debit,Portland,Branch,67.0,Retired,79.0,1.0,2011.6,-669.0,6
100.27,Debit,Miami,Online,79.0,Retired,51.0,1.0,4309.9,-483.0,3
44.54,Debit,San Antonio,ATM,31.0,Engineer,164.0,1.0,362.4,-385.0,0
1156.18,Credit,Phoenix,,52.0,Doctor,40.0,1.0,836.69,-410.0,6
82.17,Debit,Fort Worth,Branch,28.0,Student,21.0,1.0,1913.06,-322.0,5
1045.45,Debit,Baltimore,Online,19.0,Student,150.0,1.0,563.46,-371.0,6
447.42,Debit,Charlotte,Online,32.0,Engineer,65.0,1.0,6133.22,-322.0,7
590.26,Credit,Austin,Branch,25.0,Student,48.0,1.0,1068.28,-504.0,5
192.73,Debit,Milwaukee,Branch,71.0,Retired,157.0,1.0,2037.75,-385.0,7
146.01,Debit,San Francisco,Online,26.0,Student,269.0,1.0,221.79,-559.0,0
136.05,Debit,Atlanta,Online,24.0,Student,63.0,3.0,1127.54,-651.0,4
11.57,Credit,New York,Branch,56.0,Retired,64.0,1.0,2061.61,-320.0,7
102.34,Debit,San Antonio,Online,51.0,Doctor,78.0,1.0,,-536.0,2
7.82,Debit,Boston,ATM,36.0,Engineer,273.0,1.0,2240.49,-665.0,0
79.43,Debit,Dallas,ATM,74.0,Retired,72.0,1.0,6579.37,-469.0,3
386.97,Debit,Raleigh,Branch,58.0,Retired,137.0,1.0,1876.35,-643.0,3
51.22,Debit,Fresno,Branch,23.0,Student,82.0,1.0,1664.59,-494.0,5
256.05,Debit,Nashville,ATM,54.0,Retired,35.0,1.0,6910.18,-516.0,3
7.79,Debit,Los Angeles,Branch,34.0,Doctor,298.0,1.0,1319.85,-507.0,0
233.71,Debit,Louisville,Branch,63.0,Doctor,11.0,1.0,6095.5,-398.0,7
176.37,Debit,Boston,Branch,55.0,Retired,126.0,1.0,2420.86,-658.0,3
122.63,Debit,Milwaukee,Branch,21.0,Student,153.0,1.0,359.06,-564.0,5
86.41,Debit,Fresno,ATM,75.0,Retired,125.0,1.0,3128.71,-588.0,3
21.57,Debit,San Francisco,ATM,54.0,Retired,71.0,1.0,7587.48,-375.0,7
82.67,Debit,Milwaukee,Branch,26.0,Student,46.0,1.0,290.59,-437.0,5
451.35,Credit,Baltimore,Branch,47.0,Engineer,,1.0,7707.96,-426.0,7
299.42,Credit,San Jose,Branch,63.0,Retired,53.0,1.0,4735.41,,3
543.47,Debit,Los Angeles,ATM,18.0,Student,122.0,1.0,6165.03,-448.0,5
346.76,Credit,San Jose,Branch,21.0,Student,116.0,1.0,1637.75,-311.0,5
47.48,Debit,El Paso,Branch,24.0,Student,66.0,1.0,585.52,-623.0,5
64.92,Debit,Atlanta,Branch,58.0,Engineer,236.0,1.0,5481.76,-535.0,0
350.72,Credit,Fresno,ATM,28.0,Student,48.0,1.0,1982.9,-460.0,5
3.8,Debit,Charlotte,Online,65.0,Doctor,174.0,1.0,5766.96,-461.0,3
22.54,Debit,El Paso,Online,26.0,Engineer,42.0,1.0,7139.11,-433.0,2
767.14,Credit,Mesa,Branch,62.0,Retired,38.0,1.0,4732.57,,6
167.47,Debit,Sacramento,ATM,35.0,Engineer,103.0,1.0,2293.13,-339.0,7
43.65,Credit,Charlotte,Branch,30.0,Engineer,212.0,1.0,2870.67,-371.0,0
391.08,Debit,Fresno,Online,56.0,,105.0,1.0,6885.16,-556.0,2
390.77,Debit,Portland,Online,44.0,Doctor,34.0,1.0,5500.56,-371.0,7
508.16,Debit,Mesa,ATM,39.0,Engineer,131.0,1.0,5609.44,-587.0,2
36.76,,Philadelphia,Online,65.0,Retired,108.0,1.0,1228.93,-574.0,3
332.33,Debit,Kansas City,ATM,27.0,Student,101.0,1.0,192.63,-503.0,5
362.09,Debit,New York,Branch,32.0,Engineer,31.0,1.0,6590.28,-616.0,2
42.58,Debit,San Jose,Online,30.0,Doctor,80.0,1.0,13485.0,-637.0,1
122.35,,Atlanta,Branch,53.0,Retired,188.0,1.0,6472.5,-572.0,3
248.66,Debit,Chicago,Online,28.0,Engineer,113.0,1.0,2571.39,-640.0,2
461.25,Credit,Sacramento,Online,54.0,Doctor,171.0,1.0,676.1,-434.0,0
61.77,Debit,Charlotte,Branch,56.0,Doctor,49.0,1.0,12352.2,-403.0,1
268.92,Debit,Chicago,Branch,29.0,Engineer,148.0,1.0,8765.38,-448.0,2
303.97,Debit,Fort Worth,Online,24.0,Student,77.0,5.0,1590.88,,4
219.02,Credit,San Diego,Online,54.0,Engineer,68.0,1.0,7375.73,-308.0,7
125.14,Debit,Baltimore,Branch,20.0,Student,31.0,1.0,1845.18,-434.0,5
47.6,Debit,Austin,Online,53.0,Engineer,115.0,1.0,1382.51,-620.0,2
592.82,Debit,Memphis,Online,74.0,Retired,248.0,1.0,7508.98,-417.0,0
372.5,Debit,Nashville,ATM,22.0,Student,211.0,1.0,3901.82,-385.0,0
4.72,Debit,Fort Worth,Branch,32.0,Engineer,20.0,1.0,4792.01,-567.0,2
144.93,Debit,Fresno,Branch,42.0,Engineer,74.0,1.0,6887.52,-538.0,2
316.56,Debit,Denver,Online,28.0,Engineer,261.0,1.0,8643.51,-433.0,0
9.18,Debit,San Francisco,Online,22.0,,140.0,1.0,887.32,-487.0,5
421.25,Debit,Fort Worth,Online,25.0,Student,66.0,1.0,7174.69,-669.0,2
185.71,Debit,Virginia Beach,Branch,48.0,Engineer,194.0,1.0,2679.91,-455.0,0
1432.02,Debit,Louisville,Branch,60.0,Retired,138.0,1.0,4315.07,-423.0,6
26.27,Credit,Portland,Online,45.0,Engineer,177.0,1.0,8853.93,-598.0,2
297.03,Debit,Austin,Online,61.0,Retired,151.0,1.0,1088.62,-423.0,3
341.67,Debit,Omaha,Branch,53.0,Retired,96.0,5.0,1442.29,-609.0,4
99.52,Debit,San Diego,ATM,52.0,Engineer,127.0,1.0,3798.09,-574.0,2
881.1,Debit,Phoenix,Branch,28.0,,16.0,1.0,9951.68,-357.0,6
139.69,Debit,Indianapolis,Online,52.0,Engineer,180.0,1.0,9567.94,-508.0,1
42.72,Debit,Nashville,ATM,37.0,Engineer,143.0,1.0,,-445.0,7
112.72,Debit,Washington,Branch,31.0,Doctor,17.0,1.0,9630.0,-588.0,2
568.88,Debit,Nashville,Branch,19.0,Student,105.0,1.0,1307.86,-633.0,5
189.03,Debit,Oklahoma City,ATM,28.0,Student,50.0,1.0,1916.46,-564.0,5
199.8,Debit,Detroit,ATM,20.0,Student,163.0,1.0,,-469.0,5
189.08,Debit,Miami,Branch,68.0,Doctor,238.0,1.0,10790.8,-602.0,1
958.9,Debit,Memphis,Branch,31.0,Engineer,135.0,1.0,9977.49,-489.0,6
409.59,,Albuquerque,Online,35.0,Doctor,50.0,1.0,14563.02,-595.0,1
349.34,Credit,Indianapolis,ATM,28.0,Student,,1.0,614.14,-665.0,5
283.15,Debit,Baltimore,Online,24.0,Student,180.0,1.0,603.79,-451.0,5
151.82,Debit,Chicago,ATM,51.0,Retired,105.0,1.0,2197.12,-476.0,3
438.59,Debit,San Jose,Online,37.0,Engineer,103.0,1.0,8994.39,-371.0,7
590.57,Debit,Milwaukee,ATM,79.0,,93.0,1.0,3224.6,-495.0,3
63.74,Debit,Chicago,Online,63.0,Retired,31.0,1.0,4336.4,,3
77.02,Credit,Miami,Online,59.0,,132.0,1.0,800.83,-445.0,7
501.15,Debit,Phoenix,Branch,47.0,Engineer,208.0,1.0,8821.84,-441.0,0
917.81,Debit,Kansas City,ATM,64.0,Retired,75.0,2.0,3173.17,-432.0,6
8.95,Debit,Oklahoma City,Online,76.0,Retired,102.0,1.0,3299.84,-397.0,3
173.6,Debit,Austin,Online,21.0,Student,160.0,1.0,421.44,-342.0,5
149.4,Debit,Chicago,ATM,53.0,Retired,123.0,1.0,1035.22,-552.0,3
388.21,Credit,Columbus,Branch,53.0,Doctor,237.0,1.0,9724.49,-321.0,1
484.3,Credit,Boston,Online,61.0,Retired,230.0,3.0,7910.3,-384.0,4
126.04,Credit,Charlotte,Branch,65.0,Retired,167.0,1.0,6041.69,-504.0,3
52.04,Credit,Colorado Springs,Branch,50.0,Doctor,31.0,1.0,8436.12,-466.0,1
389.7,Credit,Austin,Branch,62.0,Doctor,216.0,1.0,7125.15,-605.0,3
161.1,Credit,Miami,ATM,19.0,Student,104.0,,239.12,-574.0,5
309.77,Credit,San Antonio,Online,67.0,Retired,137.0,1.0,4378.14,-546.0,3
838.57,Debit,Phoenix,ATM,41.0,Doctor,273.0,1.0,,-497.0,0
202.55,Debit,Dallas,ATM,21.0,Student,34.0,2.0,701.73,-356.0,5
724.18,Debit,Fort Worth,Branch,41.0,Doctor,134.0,1.0,10922.78,-637.0,1
124.98,Debit,Washington,ATM,24.0,Student,78.0,1.0,642.0,-622.0,5
487.32,Debit,Kansas City,Branch,52.0,Doctor,164.0,1.0,7707.96,-382.0,1
635.91,Credit,Jacksonville,Branch,46.0,Doctor,78.0,1.0,13267.09,-342.0,1
205.65,Debit,Houston,Branch,62.0,Retired,144.0,1.0,3582.16,-480.0,3
39.41,Debit,Louisville,Branch,25.0,Student,132.0,1.0,921.91,-343.0,5
254.0,Debit,Nashville,Branch,35.0,Doctor,63.0,1.0,5788.53,-539.0,2
436.8,Debit,Houston,Branch,36.0,Engineer,213.0,1.0,4515.43,-354.0,0
224.73,Debit,Miami,Branch,76.0,Retired,63.0,1.0,7551.89,-634.0,3
752.69,Credit,Dallas,ATM,65.0,Doctor,115.0,1.0,14489.69,-525.0,1
78.5,Credit,San Jose,Branch,31.0,Doctor,41.0,1.0,13991.5,-629.0,1
50.0,Credit,Jacksonville,ATM,53.0,Doctor,87.0,1.0,185.87,-619.0,3
132.42,Debit,Denver,ATM,18.0,Student,164.0,1.0,726.39,-469.0,5
11.67,Debit,Fort Worth,Branch,76.0,Retired,105.0,,7458.63,-357.0,7
83.16,Debit,Los Angeles,ATM,61.0,Retired,177.0,1.0,3065.87,-446.0,3
149.02,Credit,Fort Worth,Branch,46.0,Engineer,176.0,1.0,9379.72,-430.0,1
74.27,Credit,Memphis,Online,59.0,Doctor,148.0,1.0,13696.61,-480.0,1
876.57,Credit,Portland,ATM,62.0,Retired,118.0,1.0,3743.63,-420.0,6
615.58,Debit,Jacksonville,ATM,42.0,Doctor,133.0,1.0,14343.0,-406.0,1
643.03,Credit,Jacksonville,Online,36.0,Engineer,52.0,1.0,2882.16,-461.0,6
7.95,Debit,Phoenix,ATM,79.0,Retired,65.0,1.0,5631.2,-665.0,3
270.92,Credit,Louisville,Branch,77.0,Retired,143.0,1.0,4574.43,-563.0,3
499.48,Debit,Charlotte,ATM,24.0,Student,133.0,1.0,1242.62,-657.0,5
841.5,Credit,Atlanta,Branch,25.0,Student,287.0,1.0,352.31,-532.0,0
138.82,Debit,Fort Worth,Online,77.0,Retired,53.0,1.0,3100.22,-385.0,7
231.46,Credit,Miami,Branch,60.0,Engineer,83.0,1.0,4707.24,-515.0,2
292.08,Debit,Columbus,ATM,72.0,Retired,32.0,1.0,7950.48,-311.0,7
63.98,Debit,Baltimore,Online,54.0,Doctor,258.0,1.0,7954.12,-371.0,0
235.21,Debit,Boston,Branch,67.0,Doctor,74.0,1.0,5946.61,-385.0,7
201.73,Debit,Baltimore,Online,57.0,Engineer,78.0,1.0,6650.71,-426.0,7
161.31,Debit,Nashville,ATM,28.0,Student,13.0,1.0,1268.67,-420.0,5
18.41,Debit,Atlanta,Branch,53.0,Doctor,168.0,1.0,8287.54,-339.0,7
471.75,Credit,San Jose,Branch,34.0,Doctor,41.0,1.0,12948.5,-517.0,1
290.02,Debit,Milwaukee,Branch,55.0,Engineer,246.0,1.0,4746.71,-406.0,0
48.05,Debit,New York,Branch,27.0,Engineer,38.0,1.0,5334.97,-536.0,2
359.42,Debit,Baltimore,Branch,55.0,Doctor,30.0,1.0,1765.45,-525.0,2
32.91,Debit,Fort Worth,Online,19.0,Student,255.0,1.0,427.3,-550.0,0
3.8,,Denver,Branch,67.0,Retired,140.0,1.0,6285.39,-454.0,3
31.81,Debit,Fort Worth,Online,51.0,Retired,149.0,1.0,1406.6,-578.0,3
220.2,Debit,Boston,Online,28.0,Student,102.0,1.0,1075.15,-420.0,5
476.03,Credit,Houston,Branch,77.0,Retired,99.0,1.0,5958.34,-430.0,3
141.91,Debit,Miami,Branch,23.0,Student,49.0,1.0,791.97,-655.0,5
95.83,Debit,Washington,Online,27.0,Student,91.0,1.0,1726.4,-339.0,5
51.15,Credit,Los Angeles,Branch,46.0,Engineer,199.0,1.0,8992.25,-614.0,2
1192.2,Credit,Jacksonville,,60.0,Retired,103.0,5.0,7816.41,-319.0,4
50.75,Debit,Boston,ATM,62.0,Doctor,185.0,1.0,8271.47,-448.0,1
185.07,Debit,Colorado Springs,Branch,22.0,Student,159.0,1.0,636.42,-321.0,5
293.54,Debit,Sacramento,Online,40.0,Engineer,45.0,1.0,2290.1,-658.0,2
23.38,Debit,Memphis,Branch,32.0,Engineer,,1.0,9968.49,-406.0,7
285.26,Debit,Atlanta,ATM,28.0,Student,93.0,1.0,167.72,-369.0,5
129.48,Debit,Seattle,ATM,31.0,Engineer,179.0,1.0,7581.7,-637.0,2
743.03,Debit,New York,ATM,50.0,Engineer,174.0,1.0,4111.38,-466.0,6
297.86,Credit,Milwaukee,ATM,28.0,Student,96.0,1.0,1680.14,-637.0,5
231.92,Debit,Indianapolis,ATM,66.0,Doctor,12.0,1.0,5715.08,-483.0,7
295.82,Credit,Chicago,Branch,47.0,Engineer,46.0,1.0,5897.73,-326.0,7
302.86,,Los Angeles,Online,55.0,Doctor,275.0,1.0,5239.24,-490.0,0
81.08,Debit,Omaha,ATM,58.0,Engineer,56.0,1.0,7788.91,-412.0,7
775.6,Credit,Mesa,Branch,79.0,Retired,158.0,1.0,3898.64,-441.0,3
178.43,Debit,Baltimore,Branch,26.0,Student,136.0,,1214.93,-314.0,5
211.91,Debit,Indianapolis,Online,20.0,Student,181.0,1.0,927.47,-413.0,5
17.21,Debit,Omaha,Online,23.0,Student,219.0,1.0,914.16,-315.0,0
124.22,Debit,Charlotte,ATM,23.0,Student,172.0,1.0,9695.04,-535.0,2
38.37,Debit,San Antonio,ATM,63.0,Doctor,135.0,1.0,8647.04,-430.0,1
269.79,Debit,San Jose,ATM,52.0,Engineer,17.0,1.0,1292.1,-398.0,7
